College,Hair,logIncome
TRUE,Other Color,4.397651660063971
FALSE,Other Color,5.078787344208432
FALSE,Brown,4.2342880576292
FALSE,Brown,7.190999064649349
TRUE,Other Color,5.8845302111097615
FALSE,Other Color,4.575903524153229
TRUE,Other Color,3.988920344211176
TRUE,Other Color,6.510791146732664
FALSE,Brown,6.685265992320092
TRUE,Other Color,6.090546367096657
FALSE,Other Color,5.395290842644524
FALSE,Brown,6.055284740347462
FALSE,Other Color,5.444836753279203
FALSE,Other Color,6.0460792377318056
FALSE,Other Color,5.840678716387043
FALSE,Brown,3.890615348885563
FALSE,Other Color,5.975584769048675
FALSE,Brown,5.479575347706794
FALSE,Brown,5.023726748253482
FALSE,Other Color,6.660707236696059
TRUE,Other Color,3.600061706035058
TRUE,Other Color,5.881083660971197
TRUE,Other Color,7.052414219451344
TRUE,Other Color,6.252774247254088
FALSE,Brown,4.175540460216387
FALSE,Brown,4.681948901608136
FALSE,Other Color,5.159004553928284
FALSE,Brown,4.9961252366840245
TRUE,Other Color,5.675815000115679
FALSE,Other Color,5.14930302794809
FALSE,Brown,5.514292178783902
FALSE,Brown,5.441193869957984
TRUE,Other Color,5.8936861007107115
FALSE,Brown,4.850849852076874
FALSE,Other Color,4.759637721620772
FALSE,Brown,3.9271245303904734
TRUE,Other Color,4.6266011580283655
FALSE,Other Color,3.729577772824382
FALSE,Brown,4.240728952652296
FALSE,Other Color,5.1854489142645726
FALSE,Brown,4.388730500835919
FALSE,Other Color,5.9826886139259985
FALSE,Other Color,4.704964183006482
TRUE,Other Color,5.943214615803567
FALSE,Other Color,6.020741217357026
FALSE,Other Color,6.237302505071747
TRUE,Brown,4.9754944119018205
FALSE,Brown,4.444647791815802
FALSE,Other Color,6.0126616157659365
TRUE,Brown,2.6516625928354864
TRUE,Other Color,6.893943478022716
FALSE,Brown,5.714098389034601
FALSE,Brown,4.933487888882595
FALSE,Brown,5.79778182296616
TRUE,Other Color,4.107818245141925
FALSE,Brown,6.312152681243591
TRUE,Other Color,6.4013845544927674
FALSE,Brown,3.305459454733372
TRUE,Brown,7.509597845075091
FALSE,Other Color,3.889345607332487
FALSE,Brown,3.7689738829371655
FALSE,Brown,5.6724933007608636
TRUE,Other Color,4.087248713983463
FALSE,Brown,5.39166941971587
FALSE,Other Color,7.10847243995272
FALSE,Other Color,6.14904676359031
FALSE,Other Color,6.048028161961335
TRUE,Other Color,4.524470251290353
FALSE,Other Color,4.734590990761582
TRUE,Other Color,6.784137074652277
FALSE,Brown,5.635526952893832
TRUE,Other Color,5.5653041999176445
FALSE,Other Color,5.132701300919022
TRUE,Brown,5.353849367761869
FALSE,Brown,4.411521980676415
FALSE,Other Color,5.9336654884386135
FALSE,Brown,5.38778698345684
TRUE,Other Color,3.8733847051500945
FALSE,Brown,4.143904294836682
FALSE,Brown,5.881521540175948
FALSE,Brown,4.572314362762707
FALSE,Other Color,3.5138963467549127
TRUE,Brown,5.945326307418067
FALSE,Brown,5.45208956214866
TRUE,Brown,4.8344140996532055
TRUE,Other Color,6.0933678550625565
FALSE,Other Color,4.178360378383666
TRUE,Other Color,4.952967080404586
TRUE,Other Color,5.751283987010103
TRUE,Other Color,4.343146967904368
FALSE,Brown,4.063855016839028
FALSE,Brown,4.925593285591406
TRUE,Other Color,4.887974509551102
TRUE,Other Color,4.562499748294312
FALSE,Other Color,6.166274287942971
FALSE,Other Color,5.51344207603171
FALSE,Other Color,5.372207873553883
FALSE,Brown,5.331489310401702
FALSE,Brown,4.636099487124797
TRUE,Brown,5.506801774772862
FALSE,Other Color,4.979966185027276
TRUE,Other Color,3.9969973981956977
FALSE,Brown,3.9626727144116365
FALSE,Brown,4.329135904711884
FALSE,Brown,4.551092600869436
FALSE,Other Color,4.763860261970401
TRUE,Other Color,4.11210623594511
FALSE,Brown,4.493939179966327
FALSE,Brown,5.082550972948284
TRUE,Other Color,6.5511556992108755
FALSE,Other Color,5.881383827514199
TRUE,Other Color,5.8421965020621
FALSE,Brown,6.54347927715082
TRUE,Other Color,4.837723820000848
FALSE,Brown,4.848462835657168
FALSE,Other Color,3.866731827245342
FALSE,Other Color,2.9166147899334525
FALSE,Other Color,5.103956926728447
FALSE,Other Color,5.546209372075484
FALSE,Brown,5.6118946821825855
FALSE,Other Color,5.357065005667736
FALSE,Brown,4.180933034334668
FALSE,Other Color,4.148112696368673
TRUE,Other Color,3.385092791012793
FALSE,Other Color,5.341948301448286
FALSE,Other Color,5.422210342326874
TRUE,Other Color,4.018895005093817
TRUE,Brown,5.415467154297485
FALSE,Other Color,3.9263370009708867
FALSE,Other Color,3.749936481802073
FALSE,Brown,5.435493819555489
FALSE,Brown,5.761320311329814
TRUE,Other Color,4.980290501921126
FALSE,Brown,3.5806450325375323
FALSE,Brown,5.5287609923803185
TRUE,Brown,4.908956092006576
FALSE,Other Color,5.561870925661105
FALSE,Other Color,4.2192306241631
FALSE,Brown,5.351726780793654
FALSE,Brown,6.09803369193391
FALSE,Brown,4.3454907623323376
FALSE,Brown,5.337616851511601
TRUE,Other Color,5.9893571646729535
FALSE,Other Color,5.186473441413963
FALSE,Other Color,7.126693643977506
FALSE,Brown,6.480072417178172
TRUE,Other Color,4.941660766608342
TRUE,Brown,6.379602577431636
TRUE,Other Color,5.3025567030360286
FALSE,Brown,5.955854589753267
FALSE,Brown,5.6929127894032705
FALSE,Other Color,5.794288325931934
FALSE,Other Color,5.067872867693247
FALSE,Brown,3.0675081767809744
TRUE,Other Color,4.159257046448759
FALSE,Brown,5.780784635712315
FALSE,Brown,5.588174781906921
FALSE,Brown,5.142798794026325
FALSE,Brown,6.371466611482118
FALSE,Brown,4.082099761365138
FALSE,Brown,4.5111547260880185
FALSE,Brown,6.171433398071562
FALSE,Other Color,6.48928538091824
FALSE,Brown,6.236678351641396
FALSE,Brown,5.806518952571043
FALSE,Other Color,4.972908962941844
TRUE,Brown,5.607999905792599
TRUE,Other Color,5.411319807496722
FALSE,Brown,5.479221144477247
TRUE,Brown,6.409805423751501
FALSE,Other Color,3.8368494022492294
TRUE,Brown,3.9513746138705255
FALSE,Brown,4.852987588752813
FALSE,Brown,6.6497624142719385
FALSE,Other Color,3.7955600012584023
FALSE,Brown,5.141426099620859
TRUE,Other Color,5.296512003405994
TRUE,Other Color,4.3326712201408055
TRUE,Brown,4.413522345723441
TRUE,Other Color,5.577653125101411
TRUE,Other Color,4.868775723911775
FALSE,Brown,2.8355428859697662
FALSE,Other Color,4.608723894187038
FALSE,Brown,3.5111906440400813
FALSE,Brown,5.540052176519798
FALSE,Other Color,3.0139912827371256
FALSE,Brown,5.629282773349718
FALSE,Brown,4.587168998468856
FALSE,Brown,4.50239215693892
TRUE,Other Color,5.092510000365522
FALSE,Other Color,5.1065756766454085
FALSE,Brown,5.797085897482318
TRUE,Other Color,4.011508087411727
FALSE,Brown,4.004468908212923
TRUE,Other Color,4.275540791059894
FALSE,Other Color,5.1994528850484185
FALSE,Other Color,4.657796083908632
FALSE,Brown,3.6910071463547243
TRUE,Other Color,5.4268394942535
FALSE,Other Color,5.279232299648841
FALSE,Other Color,6.078006600544863
TRUE,Other Color,4.965624395741935
FALSE,Brown,4.74941027121029
FALSE,Other Color,5.107544325369786
FALSE,Brown,4.120517233682806
FALSE,Other Color,5.897852370020119
FALSE,Other Color,5.005910516242357
FALSE,Other Color,6.174482294883238
FALSE,Other Color,6.377798396022073
FALSE,Brown,4.280730760287128
FALSE,Other Color,5.778191207069482
TRUE,Other Color,6.209077135620834
TRUE,Other Color,5.3342313080135915
FALSE,Other Color,4.472394686576713
FALSE,Other Color,6.069036585154045
FALSE,Brown,4.633517528424966
TRUE,Other Color,4.324977088750757
FALSE,Brown,4.636581720722029
FALSE,Brown,4.496727142078459
FALSE,Brown,5.446117507523077
FALSE,Other Color,4.786033393926986
FALSE,Brown,5.754508579780674
FALSE,Other Color,6.238164164551473
FALSE,Brown,4.8812204975912605
FALSE,Brown,4.232562100822033
FALSE,Other Color,5.045677469413792
FALSE,Brown,5.623517098284502
TRUE,Other Color,5.358783532124058
TRUE,Other Color,6.401632708709895
FALSE,Other Color,3.9811115633586445
TRUE,Other Color,4.655611324787769
FALSE,Brown,6.042788174992726
FALSE,Other Color,4.065498304209781
FALSE,Other Color,2.8410643619565232
FALSE,Other Color,3.839573194283327
FALSE,Other Color,4.02694125847015
FALSE,Other Color,4.644502989215666
FALSE,Brown,6.168100142986729
FALSE,Other Color,6.027200030560551
FALSE,Brown,5.335795108752264
FALSE,Brown,4.655563429646364
FALSE,Brown,3.695389395186416
FALSE,Other Color,5.059096176304037
FALSE,Brown,6.846767025028727
FALSE,Brown,3.894832849597543
TRUE,Other Color,4.9060499457822075
TRUE,Other Color,5.366318798278468
FALSE,Brown,3.7966671384187642
FALSE,Other Color,4.910857243758849
FALSE,Brown,4.943484584834402
FALSE,Brown,3.6195122981773697
TRUE,Other Color,5.920394127006167
FALSE,Other Color,3.5536051867620233
FALSE,Other Color,2.7252718614501683
TRUE,Other Color,4.844633731440286
TRUE,Other Color,5.364257937890669
TRUE,Other Color,5.106634064643836
TRUE,Other Color,4.527562205292254
FALSE,Brown,5.337787770512113
FALSE,Other Color,6.309641122182315
TRUE,Other Color,5.449087580071648
FALSE,Brown,6.697366470969108
FALSE,Brown,4.798801246602366
TRUE,Brown,5.4199856329523035
FALSE,Brown,4.955774310287124
FALSE,Brown,4.935213415756642
FALSE,Other Color,4.692207406007793
TRUE,Other Color,4.100162349827469
FALSE,Brown,4.863517189036804
FALSE,Other Color,3.289685158517078
FALSE,Other Color,4.27648547437528
FALSE,Other Color,4.659161263570381
TRUE,Other Color,3.665988111698081
TRUE,Other Color,5.371079098361597
FALSE,Other Color,5.03457794211547
FALSE,Brown,5.955058125184944
FALSE,Brown,6.935055171470895
TRUE,Brown,6.031757012303328
FALSE,Other Color,5.287642071618649
FALSE,Other Color,4.231866887765115
FALSE,Brown,5.828280026989788
FALSE,Other Color,3.682975260478758
FALSE,Other Color,3.8064318920210236
TRUE,Brown,6.76350448605491
TRUE,Other Color,3.5355703500679994
TRUE,Brown,5.102409716411047
TRUE,Brown,4.708884486810736
TRUE,Brown,3.6135099922005027
FALSE,Brown,5.6023647096838065
TRUE,Brown,6.059998403056488
TRUE,Other Color,6.1559531601249216
TRUE,Other Color,7.255395488351048
TRUE,Other Color,4.6329453580089
FALSE,Brown,4.779418049374847
FALSE,Brown,3.590246167836075
FALSE,Other Color,5.362248187313319
FALSE,Brown,6.028073008340554
FALSE,Other Color,4.989667227376065
TRUE,Other Color,4.622432539276755
TRUE,Other Color,3.9992947587878156
FALSE,Other Color,3.2067545913376674
FALSE,Other Color,7.747612212046533
TRUE,Other Color,4.621826816728303
FALSE,Other Color,4.483937421475778
FALSE,Other Color,5.3335002979833215
FALSE,Brown,5.61446735232285
FALSE,Brown,4.427452193558844
TRUE,Other Color,3.5903176890680033
FALSE,Other Color,5.190531059223449
FALSE,Other Color,5.809207275193749
FALSE,Other Color,5.343834074377376
TRUE,Other Color,4.355132802264949
TRUE,Other Color,4.414172622031995
FALSE,Brown,4.383016106549777
FALSE,Brown,5.036932221284782
FALSE,Other Color,7.1690567241770555
FALSE,Other Color,3.70901124943215
FALSE,Other Color,5.879304390028787
FALSE,Other Color,4.540524507085994
TRUE,Brown,2.5705451099086654
FALSE,Brown,5.329355304075094
FALSE,Brown,4.373109833493377
FALSE,Other Color,6.964974987555187
FALSE,Other Color,6.655730038525897
FALSE,Other Color,5.555568782066813
FALSE,Other Color,4.687319842015225
TRUE,Other Color,4.102355891531637
TRUE,Other Color,5.287181495257777
TRUE,Other Color,4.404328787529784
FALSE,Brown,4.17734249871714
FALSE,Brown,5.6844092411532126
FALSE,Other Color,5.0491738157574435
TRUE,Other Color,5.09588510767145
FALSE,Other Color,5.513071216064971
FALSE,Other Color,5.269603746485301
FALSE,Other Color,5.717787672659616
FALSE,Brown,4.609543703008545
FALSE,Brown,5.2964327237754985
FALSE,Brown,6.165719149403288
FALSE,Brown,5.284406122586625
FALSE,Brown,5.746819211031212
FALSE,Brown,5.821356405547945
FALSE,Other Color,5.573007872519153
TRUE,Other Color,5.2787450633945925
FALSE,Brown,3.6051215225612867
FALSE,Brown,5.405447955270789
FALSE,Brown,3.304866073189889
FALSE,Brown,6.292754669574049
FALSE,Other Color,6.32326267735947
FALSE,Brown,5.292768477613193
TRUE,Other Color,7.571720611948066
TRUE,Other Color,5.414149025689363
FALSE,Brown,6.158637368251612
FALSE,Brown,4.60034819233767
TRUE,Other Color,5.094085072673149
FALSE,Other Color,5.276389901007836
FALSE,Brown,5.026076764967208
FALSE,Other Color,3.5812515419741153
FALSE,Other Color,4.470003032152242
FALSE,Other Color,5.641971147245796
FALSE,Other Color,6.746916597876475
FALSE,Brown,4.396209503893953
FALSE,Brown,2.7467057034768056
FALSE,Brown,6.7626233702971605
FALSE,Other Color,5.334194073603751
FALSE,Brown,4.573659455816196
FALSE,Brown,6.7420695530920955
FALSE,Brown,5.7730857865336676
FALSE,Brown,4.343015006649113
FALSE,Brown,5.508208009827426
FALSE,Other Color,4.441723064953925
FALSE,Other Color,3.4428385383936617
FALSE,Other Color,3.6857440285138825
FALSE,Brown,5.396006553479776
TRUE,Brown,6.540670572137535
FALSE,Brown,4.512963557275334
FALSE,Other Color,4.488633604621263
TRUE,Other Color,5.518260325104243
FALSE,Brown,4.136617252114586
FALSE,Brown,4.687616924964971
FALSE,Other Color,4.094624808812939
FALSE,Brown,4.771860556560128
FALSE,Brown,3.0509875652254146
FALSE,Other Color,5.41378875185624
FALSE,Other Color,5.8378708230078935
FALSE,Brown,5.149064696253749
FALSE,Brown,6.354340599865017
FALSE,Other Color,5.471648378887586
FALSE,Brown,5.146511150779232
TRUE,Other Color,7.255068794482359
TRUE,Other Color,6.440078836169812
TRUE,Other Color,5.314051600116023
FALSE,Other Color,5.2338455683173954
FALSE,Brown,4.41854771279639
TRUE,Brown,5.560069460043624
TRUE,Other Color,2.636885900402356
FALSE,Other Color,4.801010924578142
FALSE,Brown,4.295106170364781
FALSE,Brown,5.880608713222802
TRUE,Other Color,5.199609471876311
TRUE,Other Color,5.304398810205657
FALSE,Brown,5.8933255099041775
FALSE,Other Color,5.4449066420655035
FALSE,Brown,4.630140810553154
TRUE,Other Color,6.470058682143006
TRUE,Brown,5.593020297802707
FALSE,Brown,3.960950988470391
FALSE,Brown,5.396763344865827
FALSE,Other Color,5.251211187295528
FALSE,Other Color,5.140910785136771
FALSE,Other Color,6.2469611615253875
TRUE,Other Color,4.364806554163307
FALSE,Other Color,5.89813320578701
FALSE,Other Color,4.880023363823318
FALSE,Brown,5.8390269130422965
TRUE,Other Color,6.542815449562366
TRUE,Other Color,4.89653984140057
FALSE,Other Color,3.577402912739922
FALSE,Other Color,7.389075788922122
FALSE,Other Color,4.132946705818315
FALSE,Other Color,5.094063057131803
FALSE,Other Color,5.762932703007589
FALSE,Other Color,6.677727086794636
FALSE,Other Color,6.140600854171033
TRUE,Other Color,5.579041853310829
TRUE,Other Color,4.685889654179626
FALSE,Other Color,4.280474282811167
FALSE,Brown,5.599878989941797
FALSE,Other Color,4.057080492184059
TRUE,Other Color,5.25574961756444
FALSE,Brown,4.799889773065845
FALSE,Brown,4.958369898687346
TRUE,Other Color,4.402170459217533
FALSE,Brown,5.883730892973916
TRUE,Other Color,5.541779797706593
FALSE,Other Color,4.936630440175158
FALSE,Other Color,5.118785712156159
FALSE,Other Color,4.886686171511052
FALSE,Brown,5.5905190089857015
FALSE,Brown,3.797141150841925
TRUE,Other Color,5.924259613164666
FALSE,Other Color,5.946222255151833
FALSE,Other Color,4.236616524504036
FALSE,Brown,5.5494465200184075
FALSE,Brown,5.597975452663121
FALSE,Brown,5.196781190412735
FALSE,Brown,6.089847660560071
TRUE,Other Color,3.936517132684666
FALSE,Brown,2.4449669577730737
FALSE,Other Color,4.770570727125553
TRUE,Other Color,5.54611645009736
TRUE,Other Color,4.608140191472828
FALSE,Other Color,3.9958747544817967
FALSE,Brown,5.507515345952252
FALSE,Brown,5.632310746922631
FALSE,Brown,5.141685384428868
TRUE,Other Color,5.895201671143794
FALSE,Other Color,6.833119668547521
FALSE,Other Color,5.363655996303605
FALSE,Brown,5.305733351327179
TRUE,Other Color,6.116780243117974
FALSE,Other Color,4.993429830563445
FALSE,Brown,5.261465066284814
TRUE,Other Color,5.6293944820402215
FALSE,Brown,3.7640943185325315
FALSE,Other Color,4.845916144357519
FALSE,Other Color,6.3879960937141975
FALSE,Brown,3.6279261126525486
TRUE,Brown,5.655889336921712
FALSE,Brown,7.199377189941291
FALSE,Brown,4.792507909837919
FALSE,Brown,4.409755729672032
FALSE,Other Color,3.697823429872618
FALSE,Brown,3.950512057179256
TRUE,Other Color,5.5057545152687295
FALSE,Brown,6.4433869723008925
FALSE,Brown,5.909375296876986
